date,rain
2020-01-01,14.06065162
2020-02-01,43.20266365
2020-03-01,74.11354006
2020-04-01,97.75473098
2020-05-01,109.5352696
2020-06-01,109.3858132
2020-07-01,100.5602684
2020-08-01,87.83958356
2020-09-01,75.79623727
2020-10-01,67.58381068
2020-11-01,64.44553445
2020-12-01,65.88433615
